McDonald’s,Hamburger,250,80,9.0,3.5,0.5,25,520,31.0,2.0,6.0,12.0,247.5
McDonald’s,Cheeseburger,300,110,12.0,6.0,0.5,40,750,33.0,2.0,6.0,15.0,297
McDonald’s,Double Cheeseburger,440,210,23.0,11.0,1.5,80,1150,34.0,2.0,7.0,25.0,433
McDonald’s,McDouble,390,170,19.0,8.0,1.0,65,920,33.0,2.0,7.0,22.0,383
McDonald’s, Quarter Pounder® with Cheese,510,230,26.0,12.0,1.5,90,1190,40.0,3.0,9.0,29.0,502
McDonald’s,Double Quarter Pounder® with Cheese,740,380,42.0,19.0,2.5,155,1380,40.0,3.0,9.0,48.0,720
McDonald’s,Big Mac®,540,260,29.0,10.0,1.5,75,1040,45.0,3.0,9.0,25.0,534
McDonald’s,Big N’ Tasty®,460,220,24.0,8.0,1.5,70,720,37.0,3.0,8.0,24.0,452
McDonald’s,Big N’ Tasty® with Cheese,510,250,28.0,11.0,1.5,85,960,38.0,3.0,8.0,27.0,502
McDonald’s,Angus Bacon & Cheese,790,350,39.0,17.0,2.0,145,2070,63.0,4.0,13.0,45.0,775
McDonald’s,Angus Deluxe,750,350,39.0,16.0,2.0,135,1700,61.0,4.0,10.0,40.0,736
McDonald’s,Angus Mushroom & Swiss,770,360,40.0,17.0,2.0,135,1170,59.0,4.0,8.0,44.0,751
McDonald’s,Filet-O-Fish®,380,170,18.0,3.5,0,40,640,38.0,2.0,5.0,15.0,373.5
McDonald’s,McChicken ®,360,150,16.0,3.0,0,35,830,40.0,2.0,5.0,14.0,354
McDonald’s,McRib ®,500,240,26.0,10.0,0,70,980,44.0,3.0,11.0,22.0,499
McDonald’s,Premium Grilled Chicken Classic Sandwich,360,80,9.0,2.0,0,65,820,41.0,4.0,8.0,27.0,343
McDonald’s,Premium Crispy Chicken Classic Sandwich,510,200,22.0,3.5,0,45,990,56.0,3.0,10.0,24.0,499.5
McDonald’s,Premium Grilled Chicken Club Sandwich,460,150,17.0,6.0,0,90,1040,43.0,4.0,9.0,35.0,440
McDonald’s,Premium Crispy Chicken Club Sandwich,620,260,29.0,7.0,0,70,1200,57.0,3.0,11.0,31.0,607
McDonald’s,Premium Grilled Chicken Ranch BLT Sandwich,380,90,10.0,3.0,0,75,1000,41.0,4.0,9.0,31.0,361
McDonald’s,Premium Crispy Chicken Ranch BLT Sandwich,540,210,23.0,4.5,0,55,1160,56.0,3.0,11.0,27.0,528.5
McDonald’s,Southern Style Crispy Chicken Sandwich,400,150,17.0,3.0,0,45,1030,39.0,1.0,6.0,24.0,385
McDonald’s,Ranch Snack Wrap® (Crispy),340,150,17.0,4.5,0,30,810,33.0,1.0,2.0,14.0,332.5
McDonald’s,Ranch Snack Wrap® (Grilled),270,90,10.0,4.0,0,45,830,26.0,1.0,2.0,18.0,258
McDonald’s,Honey Mustard Snack Wrap® (Crispy),330,140,16.0,4.5,0,30,780,34.0,1.0,4.0,14.0,324.5
McDonald’s,Honey Mustard Snack Wrap® (Grilled),260,80,9.0,3.5,0,45,800,27.0,1.0,4.0,18.0,249.5
McDonald’s,Chipotle BBQ Snack Wrap® (Crispy),330,140,15.0,4.5,0,30,810,35.0,1.0,4.0,14.0,324.5
McDonald’s,Chipotle BBQ Snack Wrap® (Grilled),260,80,9.0,3.5,0,45,830,28.0,1.0,5.0,18.0,250.5
McDonald’s,Angus Bacon & Cheese Snack Wrap,390,190,21.0,9.0,1.0,75,1080,28.0,1.0,4.0,21.0,382
McDonald’s,Angus Chipotle BBQ Bacon,800,350,39.0,18.0,2.0,145,2020,66.0,4.0,16.0,45.0,789
McDonald’s,Angus Chipotle BBQ Bacon Snack Wrap,400,190,22.0,10.0,1.0,75,1060,30.0,1.0,6.0,21.0,395
McDonald’s,Angus Deluxe Snack Wrap,410,220,25.0,10.0,1.5,75,990,27.0,2.0,3.0,20.0,403
McDonald’s,Angus Mushroom & Swiss Snack Wrap,430,230,26.0,10.0,1.5,75,730,27.0,2.0,2.0,22.0,420
McDonald’s,Mac Snack Wrap,330,170,19.0,7.0,1.0,45,690,26.0,1.0,3.0,15.0,325
McDonald’s,Small French Fries,230,100,11.0,1.5,0,0,160,29.0,3.0,0,3.0,228.5
McDonald’s,Medium French Fries,380,170,19.0,2.5,0,0,270,48.0,5.0,0,4.0,378.5
